Date,Transaction,Loads,Withdrawal,Balance,Notes
2023-07-01,Speedy Mart Convenie,0,3.42,63.96,
2023-07-01,Boardwalk,0,11.48,52.48,
2023-07-01,Battlefield Equipment,0,0,52.48,Settled
2023-07-01,Cash back,0.05,0,52.53,
2023-07-01,0010-Cibc Mountain Rd + Walsh,0,43.5,9.03,
2023-07-02,Mcdonald's,0,0,9.03,Settled
2023-07-02,e-Transfer to: Joel Palk-Ricard,0,7,2.03,
2023-07-05,e-Transfer from: JOEL PALK-RICARD,200,0,202.03,
2023-07-05,Cover Fee,0,5,197.03,
2023-07-06,Food And Beverage 26,0,21.25,175.78,
2023-07-06,Food And Beverage 43,0,36.8,138.98,
2023-07-07,BATTLEFIELD EQUIP-MONC SAINTE-ROSE   NB,130.35,0,269.33,
2023-07-08,Tixr* Halifaxjazzfest,0,76.78,192.55,
2023-07-08,Food And Beverage 16,0,25.13,167.42,
2023-07-08,Food And Beverage 39,0,7.59,159.83,
2023-07-09,e-Transfer to: ECFC RBC,0,100,59.83,
2023-07-10,Circle K / Irving 2501,0,6.53,53.3,
2023-07-10,Memramcook Irving,0,15.14,38.16,
2023-07-11,Apple.com/Bill,0,4.59,33.57,
2023-07-11,e-Transfer from: JOEL PALK-RICARD,600,0,633.57,
2023-07-11,Sherwin Williams 76873,0,259.15,374.42,
2023-07-11,Sherwin Williams 76873,0,75.84,298.58,
2023-07-11,Coop De Dieppe,0,50.8,247.78,
2023-07-11,La Vallee Memramcook 8,0,29.64,218.14,
2023-07-12,e-Transfer from: JOEL PALK-RICARD,156,0,374.14,
2023-07-12,Sherwin Williams 76882,0,166.75,207.39,
2023-07-12,Jean Coutu 209,0,24.61,182.78,
2023-07-12,Petro Canada10456,0,16.72,166.06,
2023-07-12,Circle K / Irving,0,3.88,162.18,
2023-07-12,e-Transfer from: joel,480,0,642.18,
2023-07-12,Holiday Inn Express &,0,333.13,309.05,
2023-07-12,Moxie's Classic Grill,0,134.24,174.81,
2023-07-12,Economy Shoe Shop,0,38.33,136.48,
2023-07-13,Cash back,5.13,0,141.61,
2023-07-13,e-Transfer to: ECFC RBC,0,100,41.61,
2023-07-15,Cash back,5.12,0,46.73,
2023-07-15,Domino's Pizza #1090,0,31.85,14.88,
2023-07-15,e-Transfer from: joel,40,0,54.88,
2023-07-15,Vapecity,0,31.77,23.11,
2023-07-15,e-Transfer from: joel,23.52,0,46.63,
2023-07-15,Cineplex,0,14.01,32.62,
2023-07-16,Magnetic Hill Irving #,0,23.79,8.83,
2023-07-16,Magnetic Hill Home Har,0,8.04,0.79,
2023-07-17,e-Transfer from: joel,200,0,200.79,
2023-07-17,Tim Hortons,0,13.89,186.9,
2023-07-17,Sobey's Fast Fuel # 45,0,83.54,103.36,
2023-07-17,e-Transfer from: JOEL PALK-RICARD,400,0,503.36,
2023-07-17,Sherwin Williams 76882,0,227.45,275.91,
2023-07-17,Sherwin Williams 76882,0,171.86,104.05,
2023-07-17,Coop De Dieppe,0,12.5,91.55,
2023-07-17,Shell C80170,0,7.32,84.23,
2023-07-17,Pita Pit,0,45.63,38.6,
2023-07-18,COOKS HOME HARDWARE BL MONCTON       NB,177.46,0,216.06,
2023-07-19,Gumrd.com* Philipp Ste,0,25.12,190.94,
2023-07-19,Gumrd.com* Philipp Ste,0,44.04,146.9,
2023-07-19,La Vallee Memramcook 8,0,23.2,123.7,
2023-07-20,Cash back,5.76,0,129.46,
2023-07-20,e-Transfer to: Joel Palk-Ricard,0,80,49.46,
2023-07-21,Magasin General Colleg,0,3.3,46.16,
2023-07-21,GUMRD.COM* PHILIPP STE SAN FRANCISCO CA,25.12,0,71.28,
2023-07-23,Debit card load from ***2278,1500,0,1571.28,
2023-07-23,e-Transfer to: ECFC RBC,0,1000,571.28,
2023-07-23,e-Transfer to: ECFC RBC,0,400,171.28,
2023-07-24,e-Transfer to: ECFC RBC,0,130,41.28,
2023-07-24,e-Transfer from: JOEL PALK-RICARD,400,0,441.28,
2023-07-24,Pc Express 350,0,260.64,180.64,
2023-07-24,Pc Express 350,90.14,0,270.78,Settled
2023-07-25,Dnh*Godaddy.com Canada,0,52,218.78,
2023-07-25,Nibble,0,39.48,179.3,Pending
2023-07-25,Pc Express 350,0,90.14,89.16,
2023-07-25,Pc Express 350,0,90.14,-0.98,Pending
2023-07-27,Cash back,5.96,0,4.98,
